,task_type,number_of_peoples,estimated_time_in_minutes
8676,1,1,15121
8677,4,8,10431
8678,4,7,13683
8679,3,7,986
8680,1,4,610
8681,2,9,358
8682,3,6,2041
8683,1,10,751
8684,3,10,1215
8685,1,9,1510
8686,4,7,13955
8687,2,3,2726
8688,1,3,1009
8689,1,5,1525
8690,2,4,1972
8691,4,5,879
8692,3,10,3991
8693,2,3,1017
8694,3,3,3074
8695,2,1,13122
8696,1,8,742
8697,3,6,463
8698,4,5,14983
8699,4,4,589
8700,2,6,2654
8701,2,6,492
8702,1,4,3902
8703,2,8,105
8704,1,6,2147
8705,3,9,2571
8706,2,4,904
8707,4,5,13600
8708,3,5,6287
8709,1,5,193
8710,3,10,2343
8711,4,4,5398
8712,1,8,1859
8713,3,9,1505
8714,2,6,3906
8715,1,1,5900
8716,4,8,6682
8717,4,9,1957
8718,4,10,307
8719,1,3,5681
8720,4,7,7647
8721,1,5,1664
8722,2,6,2001
8723,1,9,714
8724,2,9,908
8725,4,6,1615
8726,2,4,2071
8727,4,8,1302
8728,4,8,9368
8729,1,6,180
8730,4,8,5804
8731,1,9,720
8732,4,3,15385
8733,2,8,2878
8734,3,10,3470
8735,4,5,624
8736,3,3,10400
8737,4,3,7879
8738,3,2,11810
8739,4,3,22474
8740,4,9,8029
8741,3,6,5915
8742,4,5,685
8743,2,2,4970
8744,1,8,885
8745,3,6,4390
8746,4,7,3395
8747,1,6,515
8748,4,3,596
8749,1,2,6953
8750,2,10,1604
8751,1,5,2515
8752,2,1,17221
8753,3,5,692
8754,3,2,12568
8755,4,10,5997
8756,2,4,5928
8757,2,9,3106
8758,1,6,929
8759,1,10,455
8760,2,1,29854
8761,1,3,1378
8762,4,9,2344
8763,4,6,9384
8764,3,5,4634
8765,1,4,3159
8766,1,4,2874
8767,1,1,6320
8768,3,4,7636
8769,2,7,1037
8770,1,2,520
8771,1,8,136
8772,2,9,1098
8773,1,3,3139
8774,2,10,3614
8775,1,10,1335
8776,1,9,1850
8777,2,1,13414
8778,2,4,610
8779,2,9,451
8780,1,5,3450
8781,4,5,1216
8782,1,7,241
8783,4,6,2914
8784,3,8,5354
8785,1,8,710
8786,3,3,12453
8787,2,1,1745
8788,4,6,1092
8789,2,5,336
8790,4,9,6778
8791,1,9,2321
8792,4,9,2494
8793,2,6,705
8794,1,1,5893
8795,1,10,1788
8796,4,10,3158
8797,2,10,1738
8798,4,3,1523
8799,2,9,1013
8800,3,4,7959
8801,2,6,1863
8802,4,5,17001
8803,3,6,2807
8804,3,4,778
8805,1,8,1375
8806,2,7,905
8807,2,5,3534
8808,4,5,854
8809,4,3,25195
8810,1,1,12978
8811,3,2,14671
8812,4,5,16047
8813,2,4,2790
8814,3,5,581
8815,2,8,507
8816,1,5,417
8817,3,1,16133
8818,3,5,2710
8819,3,8,1835
8820,4,3,15935
8821,1,8,2265
8822,2,6,1996
8823,4,9,9063
8824,2,8,266
8825,1,6,300
8826,3,9,1888
8827,2,10,1517
8828,1,10,361
8829,2,2,2567
8830,1,7,2888
8831,4,1,9409
8832,1,2,445
8833,1,7,320
8834,2,1,23931
8835,1,10,224
8836,3,2,19623
8837,2,3,9953
8838,2,2,8165
8839,3,7,1296
8840,3,4,7246
8841,1,10,1535
8842,1,1,10470
8843,4,10,2329
8844,2,9,1180
8845,2,6,514
8846,4,9,10222
8847,3,6,4035
8848,4,4,3769
8849,4,3,5567
8850,3,3,9130
8851,2,5,214
8852,4,9,3410
8853,1,8,1801
8854,2,5,1306
8855,1,4,2118
8856,4,1,53112
8857,3,2,8387
8858,1,5,1086
8859,1,10,2465
8860,4,6,9312
8861,2,7,815
8862,2,9,832
8863,2,6,1181
8864,4,5,10475
8865,2,5,4052
8866,3,9,272
8867,3,4,907
8868,1,8,2286
8869,3,4,799
8870,2,1,7894
8871,4,8,2236
8872,3,3,10277
8873,1,9,1555
8874,4,5,12940
8875,2,6,4943
8876,3,2,5031
8877,1,9,1781
8878,2,6,598
8879,3,7,5778
8880,1,10,193
8881,3,1,18186
8882,3,2,5703
8883,4,5,1224
8884,2,6,3597
8885,3,1,28394
8886,4,4,14778
8887,4,8,8153
8888,2,2,2434
8889,3,2,16289
8890,4,3,25974
8891,4,3,11636
8892,1,1,13292
8893,4,10,7227
8894,2,4,3256
8895,3,4,8625
8896,1,9,211
8897,2,9,691
8898,3,6,5321
8899,2,5,3974
8900,1,8,290
8901,3,5,3479
8902,3,10,3966
8903,1,5,2662
8904,4,6,5645
8905,2,2,11229
8906,1,7,2400
8907,2,5,3863
8908,4,9,271
8909,1,3,1608
8910,4,3,18616
8911,3,8,2437
8912,2,7,837
8913,1,5,3725
8914,2,3,2411
8915,3,3,1478
8916,1,1,5719
8917,1,8,2462
8918,3,9,331
8919,3,7,5951
8920,3,8,6078
8921,2,6,1548
8922,4,3,29323
8923,4,2,24590
8924,4,1,5023
8925,3,8,671
8926,3,1,11958
8927,4,7,1264
8928,1,1,5921
8929,4,6,13343
8930,2,8,2954
8931,1,2,9919
8932,1,10,685
8933,2,10,434
8934,3,9,263
8935,1,2,400
8936,1,5,433
8937,3,8,3854
8938,2,4,5572
8939,2,9,147
8940,1,5,670
8941,1,9,511
8942,4,8,4870
8943,1,7,1357
8944,4,9,3057
8945,2,8,862
8946,4,7,3126
8947,2,4,141
8948,2,4,4666
8949,4,5,20493
8950,3,1,11757
8951,2,3,7496
8952,4,6,1755
8953,2,8,1649
8954,2,7,2322
8955,4,1,24376
8956,3,5,5913
8957,1,4,5084
8958,3,7,4091
8959,1,1,3576
8960,1,10,1245
8961,4,5,4969
8962,4,8,4324
8963,3,4,3133
8964,2,3,311
8965,3,10,557
8966,3,6,3567
8967,3,8,4423
8968,4,1,72194
8969,4,4,19851
8970,2,2,3945
8971,3,9,3418
8972,2,2,3765
8973,2,9,274
8974,4,3,17215
8975,2,4,1407
8976,4,6,6907
8977,3,1,1614
8978,4,3,2664
8979,1,5,533
8980,3,4,398
8981,2,10,2610
8982,2,6,3267
8983,3,3,11928
8984,2,10,2061
8985,1,3,5868
8986,2,8,385
8987,3,3,9815
8988,3,2,5091
8989,4,5,10450
8990,3,9,3650
8991,3,10,809
8992,3,1,31904
8993,3,6,1325
8994,3,10,2982
8995,3,1,20941
8996,1,2,429
8997,2,7,1209
8998,4,4,16313
8999,2,4,1440
9000,1,2,1626
9001,3,9,2110
9002,4,3,21300
9003,2,10,822
9004,4,7,10062
9005,4,5,2294
9006,2,4,493
9007,2,8,512
9008,2,1,5709
9009,3,8,473
9010,2,10,854
9011,4,1,97732
9012,4,8,2457
9013,1,4,1293
9014,4,9,6518
9015,4,8,3163
9016,4,10,6512
9017,4,4,7924
9018,2,2,1873
9019,1,7,1091
9020,2,10,2996
9021,4,7,8369
9022,3,3,1589
9023,1,1,19372
9024,3,10,4793
9025,3,10,362
9026,4,1,42527
9027,1,3,7906
9028,1,7,2476
9029,1,5,518
9030,4,6,10087
9031,3,4,1969
9032,1,4,2134
9033,3,1,1634
9034,1,2,215
9035,4,3,24000
9036,1,6,910
9037,3,6,2445
9038,2,5,5282
9039,2,7,3825
9040,3,7,1508
9041,2,5,3156
9042,4,1,66779
9043,3,8,4072
9044,3,4,6244
9045,2,8,191
9046,4,7,6930
9047,4,6,9068
9048,1,10,410
9049,4,9,4881
9050,2,3,6334
9051,1,6,591
9052,3,9,1395
9053,2,9,2292
9054,3,6,4558
9055,1,10,1013
9056,2,10,1601
9057,3,7,1261
9058,1,10,668
9059,4,8,10869
9060,2,5,733
9061,2,9,2788
9062,4,6,267
9063,2,4,154
9064,2,4,823
9065,4,2,1937
9066,1,2,8564
9067,3,4,3461
9068,3,9,4006
9069,3,2,5816
9070,1,2,1998
9071,1,4,2896
9072,4,9,7284
9073,3,3,10341
9074,3,1,31378
9075,4,3,7467
9076,2,7,2531
9077,4,6,1065
9078,1,5,3095
9079,4,1,69883
9080,3,5,7314
9081,4,10,4259
9082,4,8,6645
9083,3,5,8624
9084,1,1,6545
9085,1,4,2584
9086,3,1,21087
9087,4,5,2217
9088,4,6,3118
9089,4,6,9134
9090,4,3,8890
9091,4,5,3250
9092,3,10,1325
9093,1,2,1209
9094,1,2,11236
9095,1,8,2513
9096,4,7,2056
9097,4,6,9201
9098,3,3,11219
9099,4,7,456
9100,4,8,9858
9101,1,7,378
9102,2,9,2085
9103,3,7,3448
9104,4,6,3880
9105,4,2,12455
9106,1,1,11183
9107,1,4,3957
9108,1,6,1905
9109,4,3,17087
9110,4,8,5922
9111,4,3,27846
9112,2,9,328
9113,2,2,16556
9114,2,6,898
9115,3,3,3717
9116,2,9,2445
9117,4,7,1073
9118,2,4,4432
9119,4,1,46982
9120,1,7,1225
9121,2,7,1328
9122,4,4,12288
9123,2,8,2650
9124,4,8,3163
9125,1,10,2180
9126,1,7,2194
9127,4,5,913
9128,2,5,6005
9129,3,7,2278
9130,1,3,6197
9131,1,7,1962
9132,3,4,2578
9133,1,1,1161
9134,3,1,3662
9135,2,10,357
9136,3,1,25738
9137,2,5,717
9138,2,4,2672
9139,1,6,2834
9140,1,8,1975
9141,3,10,4035
9142,4,3,4231
9143,2,5,1660
9144,1,8,2259
9145,3,2,3954
9146,1,7,1556
9147,3,10,488
9148,3,5,1992
9149,1,3,1191
9150,3,8,486
9151,3,6,818
9152,1,8,376
9153,4,9,8097
9154,1,1,17301
9155,4,8,2410
9156,1,7,2761
9157,4,3,2562
9158,2,6,999
9159,3,2,1347
9160,1,4,498
9161,3,5,871
9162,2,10,740
9163,3,3,7929
9164,4,9,9181
9165,2,9,891
9166,2,5,3348
9167,1,6,4030
9168,3,4,8732
9169,3,4,1360
9170,1,9,2160
9171,3,2,13392
9172,2,6,881
9173,1,8,2037
9174,3,10,2830
9175,3,7,1384
9176,4,9,501
9177,4,2,30560
9178,4,7,2474
9179,2,3,5709
9180,3,8,4347
9181,3,8,397
9182,1,5,3586
9183,1,3,825
9184,4,8,9300
9185,2,7,202
9186,3,10,2096
9187,3,3,958
9188,2,10,2865
9189,4,9,2839
9190,4,1,34527
9191,2,9,3582
9192,4,10,2300
9193,3,1,49146
9194,4,8,2655
9195,2,5,465
9196,4,7,7953
9197,1,8,1795
9198,1,1,16633
9199,2,2,16809
9200,1,9,1063
9201,4,7,8548
9202,3,5,2066
9203,4,5,5881
9204,1,2,365
9205,4,3,22771
9206,2,1,2903
9207,2,8,3031
9208,4,5,18963
9209,2,2,6749
9210,2,10,2802
9211,1,2,3266
9212,3,10,1360
9213,1,6,3792
9214,1,1,6737
9215,1,6,3760
9216,1,3,4062
9217,4,6,2193
9218,1,7,1936
9219,2,1,6512
9220,4,7,5383
9221,3,3,8073
9222,4,3,15856
9223,4,7,9239
9224,1,7,790
9225,3,8,330
9226,1,10,1441
9227,4,2,7576
9228,3,8,3669
9229,4,10,1220
9230,2,5,2259
9231,4,7,9127
9232,2,4,6827
9233,3,3,12138
9234,3,7,173
9235,3,4,9579
9236,3,10,3572
9237,3,10,2072
9238,4,10,1831
9239,3,7,267
9240,4,9,182
9241,4,8,9522
9242,2,5,1742
9243,3,9,2768
9244,2,4,5409
9245,1,5,1264
9246,2,7,1131
9247,4,7,908
9248,4,6,9414
9249,1,8,2459
9250,3,4,9501
9251,4,3,5237
9252,3,10,1228
9253,2,1,4656
9254,4,1,23481
9255,1,5,280
9256,1,3,5013
9257,1,2,3055
9258,2,5,187
9259,2,3,4354
9260,2,9,185
9261,2,6,3687
9262,4,9,6291
9263,4,7,461
9264,1,3,5216
9265,4,4,1441
9266,1,1,11590
9267,3,5,5915
9268,2,4,5400
9269,3,7,390
9270,1,2,7961
9271,4,1,17788
9272,2,9,609
9273,1,10,377
9274,1,6,670
9275,2,5,1371
9276,3,1,30009
9277,1,5,2861
9278,4,1,31006
9279,2,8,2709
9280,3,8,3517
9281,4,5,889
9282,4,9,432
9283,1,7,1095
9284,2,8,3594
9285,4,2,29938
9286,3,1,37549
9287,3,7,5273
9288,3,2,20922
9289,2,2,7948
9290,3,10,2151
9291,3,2,4832
9292,4,7,3686
9293,3,6,6266
9294,1,9,224
9295,2,6,2462
9296,2,5,372
9297,2,7,418
9298,3,6,5965
9299,2,7,2113
9300,4,7,2262
9301,4,6,8767
9302,3,5,2739
9303,3,6,4471
9304,1,3,5788
9305,3,4,6791
9306,3,7,2857
9307,4,2,31627
9308,1,9,836
9309,1,10,712
9310,4,3,8699
9311,3,3,16720
9312,4,4,10465
9313,4,5,3339
9314,4,1,14432
9315,3,4,4569
9316,4,6,1969
9317,3,4,698
9318,2,8,1100
9319,2,8,3003
9320,4,2,1612
9321,1,9,1814
9322,4,7,10606
9323,1,7,244
9324,3,7,3765
9325,1,9,221
9326,4,10,7321
9327,2,9,1073
9328,2,7,862
9329,1,5,3259
9330,1,6,2610
9331,3,4,1189
9332,4,1,79042
9333,1,4,541
9334,2,1,4865
9335,1,8,226
9336,1,8,633
9337,4,7,11130
9338,2,1,16854
9339,1,2,8089
9340,2,9,978
9341,4,4,13086
9342,1,1,1043
9343,2,6,996
9344,1,1,4643
9345,4,5,13283
9346,4,3,24278
9347,1,10,644
9348,4,7,1684
9349,1,3,132
9350,2,7,962
9351,1,8,2001
9352,3,6,6517
9353,1,2,6919
9354,2,7,3217
9355,3,10,766
9356,4,10,4878
9357,2,1,28678
9358,1,5,3516
9359,4,3,8431
9360,2,8,580
9361,4,1,86275
9362,2,3,6695
9363,4,6,2971
9364,4,1,63054
9365,2,9,1344
9366,4,1,56616
9367,2,6,2817
9368,3,1,11241
9369,2,3,3074
9370,1,3,2064
9371,3,10,3004
9372,3,10,3431
9373,1,3,387
9374,3,7,6706
9375,4,4,7528
9376,3,7,463
9377,4,4,8435
9378,2,5,583
9379,4,5,11804
9380,1,4,615
9381,4,1,2432
9382,1,2,3628
9383,4,8,8649
9384,1,5,544
9385,1,5,4937
9386,3,10,419
9387,2,4,4290
9388,1,6,678
9389,3,9,192
9390,1,6,3484
9391,3,3,10275
9392,1,9,1544
9393,4,5,6983
9394,2,5,3954
9395,2,4,5742
9396,2,3,5947
9397,4,2,30044
9398,4,6,1037
9399,1,2,2269
9400,4,7,9450
9401,4,2,5623
9402,2,2,9369
9403,3,1,27810
9404,4,8,5023
9405,2,1,7915
9406,4,5,17943
9407,4,8,8970
9408,1,8,643
9409,1,6,1887
9410,3,4,1705
9411,1,6,945
9412,2,5,682
9413,4,3,850
9414,4,3,2127
9415,3,8,4676
9416,3,9,677
9417,1,7,108
9418,2,3,6914
9419,2,3,8180
9420,2,8,911
9421,4,3,24028
9422,2,9,1907
9423,1,3,5501
9424,2,4,669
9425,2,10,851
9426,4,4,6708
9427,2,7,3396
9428,4,10,4630
9429,2,1,16303
9430,4,4,9858
9431,4,6,2435
9432,2,10,541
9433,2,10,890
9434,1,7,422
9435,4,5,8774
9436,2,7,2803
9437,2,3,3153
9438,4,8,878
9439,4,5,12007
9440,1,8,409
9441,1,4,1228
9442,3,9,170
9443,4,8,9712
9444,1,1,7909
9445,4,1,4203
9446,2,7,169
9447,4,5,5969
9448,4,1,1640
9449,1,3,1653
9450,2,2,349
9451,3,6,5096
9452,4,4,2601
9453,2,7,2155
9454,2,9,2226
9455,3,4,5512
9456,2,4,559
9457,3,3,789
9458,3,9,4275
9459,4,6,10461
9460,3,7,1172
9461,1,6,3443
9462,4,4,2076
9463,1,3,3655
9464,3,8,3403
9465,1,6,452
9466,2,1,15636
9467,3,5,6539
9468,2,3,6592
9469,2,1,17068
9470,2,7,585
9471,3,7,4023
9472,1,6,2195
9473,3,8,275
9474,1,8,896
9475,1,7,1668
9476,3,7,3882
9477,4,8,836
9478,4,4,9805
9479,1,5,3036
9480,1,1,3630
9481,4,7,7551
9482,4,8,8650
9483,2,10,315
9484,3,1,8431
9485,2,5,1680
9486,4,8,6184
9487,1,4,1853
9488,3,10,363
9489,2,10,468
9490,2,1,11859
9491,4,7,11180
9492,4,2,14925
9493,4,4,13963
9494,1,6,314
9495,3,7,4336
9496,2,10,146
9497,1,3,1944
9498,3,4,5645
9499,3,2,856
9500,2,10,142
9501,2,6,517
9502,4,7,1460
9503,4,8,3032
9504,2,7,1746
9505,1,6,869
9506,1,8,428
9507,2,10,382
9508,4,9,8298
9509,2,5,4543
9510,2,4,1970
9511,4,9,1444
9512,3,10,4080
9513,3,8,784
9514,1,8,2428
9515,4,8,204
9516,2,7,407
9517,1,6,540
9518,2,5,1101
9519,1,9,1469
9520,2,4,2255
9521,3,2,19680
9522,4,4,22707
9523,2,3,7784
9524,2,7,3435
9525,3,2,6950
9526,4,6,13694
9527,1,3,5633
9528,2,8,1415
9529,3,6,755
9530,3,4,2835
9531,1,3,7044
9532,2,1,21964
9533,3,3,941
9534,4,5,13146
9535,1,10,1501
9536,2,3,2034
9537,4,8,8273
9538,4,4,6621
9539,2,2,4151
9540,3,7,744
9541,2,5,868
9542,1,4,574
9543,2,8,2165
9544,1,3,4879
9545,4,4,14693
9546,2,5,142
9547,4,9,5077
9548,2,10,821
9549,2,10,698
9550,4,10,5031
9551,4,4,172
9552,1,10,2266
9553,3,5,6171
9554,2,4,1242
9555,1,7,728
9556,2,1,7923
9557,2,1,1925
9558,4,1,72685
9559,3,1,41810
9560,2,6,3113
9561,3,9,1676
9562,4,5,4469
9563,2,4,8260
9564,3,2,5899
9565,1,5,4965
9566,2,5,193
9567,4,6,5248
9568,1,10,1542
9569,1,4,4773
9570,1,6,3039
9571,4,10,1748
9572,4,7,1314
9573,2,10,277
9574,2,1,9444
9575,3,2,13935
9576,1,3,724
9577,4,1,7502
9578,3,7,459
9579,2,4,1775
9580,4,3,3493
9581,4,7,8017
9582,3,5,1907
9583,1,7,2476
9584,3,5,2276
9585,3,8,3125
9586,1,6,2732
9587,2,9,1612
9588,1,1,8475
9589,3,5,7140
9590,1,5,195
9591,4,2,24644
9592,2,4,8336
9593,2,8,856
9594,1,6,775
9595,3,3,721
9596,2,5,1164
9597,2,2,8894
9598,1,9,2175
9599,1,1,22193
9600,3,4,2172
9601,4,10,6400
9602,4,8,7431
9603,3,9,623
9604,2,5,1997
9605,2,5,3103
9606,2,8,231
9607,4,5,12317
9608,2,3,2446
9609,3,8,215
9610,3,2,10991
9611,4,10,9561
9612,3,1,1011
9613,1,3,1253
9614,4,8,1334
9615,2,7,1172
9616,3,5,1693
9617,3,10,4285
9618,4,2,7528
9619,3,8,3997
9620,2,5,3329
9621,4,7,2503
9622,1,6,1063
9623,4,1,24355
9624,1,6,3866
9625,1,1,11859
9626,1,10,631
9627,1,5,1393
9628,4,6,13988
9629,1,5,667
9630,1,8,243
9631,4,3,6520
9632,1,4,1373
9633,3,3,17580
9634,4,9,3055
9635,2,4,4666
9636,1,2,8579
9637,1,8,1283
9638,3,10,847
9639,4,6,1860
9640,4,7,7779
9641,1,10,680
9642,1,6,3070
9643,4,6,7158
9644,1,3,5254
9645,4,6,4206
9646,2,4,4609
9647,2,2,299
9648,3,8,2029
9649,4,4,18440
9650,2,1,13608
9651,2,6,688
9652,1,8,1566
9653,4,1,63095
9654,1,2,1029
9655,1,1,7994
9656,3,8,3643
9657,3,5,5822
9658,4,2,6611
9659,3,8,1531
9660,1,3,4946
9661,4,4,10104
9662,4,3,1946
9663,1,10,613
9664,2,6,676
9665,4,10,2926
9666,4,4,1526
9667,3,6,1291
9668,4,10,6101
9669,3,3,1014
9670,2,1,18096
9671,1,3,586
9672,2,5,5105
9673,1,3,913
9674,2,8,382
9675,3,6,4189
9676,1,5,1515
9677,4,10,981
9678,1,3,853
9679,1,2,226
9680,2,1,408
9681,2,9,2530
9682,4,10,2925
9683,3,2,170
9684,4,5,16344
9685,4,10,5939
9686,2,2,1580
9687,3,2,4501
9688,3,4,5402
9689,3,5,2429
9690,1,8,1742
9691,1,8,1211
9692,2,4,4676
9693,1,1,3408
9694,3,2,6860
9695,4,1,84004
9696,3,8,1308
9697,3,3,1021
9698,4,9,9653
9699,3,5,7712
9700,2,10,294
9701,1,8,967
9702,3,5,6542
9703,4,1,16360
9704,4,9,6503
9705,4,10,2203
9706,3,9,3710
9707,4,8,1770
9708,2,1,976
9709,3,7,7080
9710,2,9,1963
9711,2,8,396
9712,3,6,5777
9713,2,7,2855
9714,2,5,206
9715,3,8,1877
9716,4,6,937
9717,3,9,2398
9718,3,4,3574
9719,3,1,1464
9720,2,3,1640
9721,2,8,826
9722,4,7,103
9723,1,9,2003
9724,2,9,2130
9725,1,1,13520
9726,1,9,752
9727,1,1,367
9728,2,4,3258
9729,3,5,1593
9730,4,6,10500
9731,3,10,1009
9732,4,3,1345
9733,4,5,5102
9734,3,10,3066
9735,3,7,2118
9736,1,6,3581
9737,3,7,311
9738,4,3,18379
9739,3,7,4327
9740,4,7,4112
9741,2,7,1363
9742,4,5,5069
9743,3,9,501
9744,2,6,3713
9745,1,2,7129
9746,4,9,5847
9747,4,4,2934
9748,3,7,3907
9749,4,5,11104
9750,1,2,813
9751,3,6,2316
9752,2,9,2193
9753,4,2,17150
9754,1,6,1058
9755,3,8,1944
9756,2,9,2227
9757,3,8,2625
9758,1,9,2350
9759,3,3,2086
9760,1,9,318
9761,4,4,5961
9762,2,2,1597
9763,3,3,11666
9764,4,3,23659
9765,3,3,9527
9766,2,7,2413
9767,2,4,606
9768,3,1,32281
9769,4,3,9478
9770,3,1,8250
9771,2,9,1047
9772,4,4,1174
9773,2,7,3763
9774,4,1,5270
9775,4,8,255
9776,4,10,5955
9777,3,5,261
9778,2,6,2773
9779,3,7,7780
9780,1,8,419
9781,4,7,5510
9782,4,10,6200
9783,2,7,3404
9784,2,5,646
9785,4,2,9935
9786,1,5,3248
9787,3,9,3105
9788,4,4,14026
9789,2,1,16530
9790,1,8,2834
9791,2,7,2484
9792,4,1,76834
9793,4,9,3244
9794,3,9,2215
9795,2,2,8973
9796,4,8,8934
9797,1,5,3174
9798,1,9,1338
9799,2,10,2705
9800,3,5,3869
9801,1,4,439
9802,1,5,2849
9803,1,3,698
9804,4,2,43155
9805,2,3,2601
9806,1,2,3989
9807,4,9,9420
9808,2,9,887
9809,2,1,31729
9810,4,6,5245
9811,1,9,769
9812,1,7,655
9813,4,9,6903
9814,4,2,27167
9815,3,5,5529
9816,1,8,610
9817,3,5,604
9818,3,5,7887
9819,4,6,2993
9820,2,6,425
9821,2,2,173
9822,4,8,2825
9823,4,1,972
9824,2,9,825
9825,2,7,4008
9826,4,1,4435
9827,2,2,13786
9828,2,1,15978
9829,4,7,3337
9830,2,3,1591
9831,2,5,2788
9832,4,5,17329
9833,1,9,228
9834,4,6,4426
9835,3,1,42821
9836,2,5,5977
9837,4,10,6478
9838,1,10,1688
9839,2,8,1979
9840,1,1,1778
9841,1,4,768
9842,3,4,448
9843,1,10,1273
9844,2,9,258
9845,2,2,8874
9846,2,8,1664
9847,2,1,30230
9848,3,2,12568
9849,2,10,794
9850,3,8,500
9851,1,1,16422
9852,2,7,923
9853,2,4,145
9854,4,9,9217
9855,2,3,3381
9856,1,10,1557
9857,1,8,187
9858,2,5,417
9859,1,7,2750
9860,1,10,2092
9861,4,4,910
9862,2,9,1399
9863,3,1,26432
9864,1,1,22463
9865,3,3,10948
9866,1,4,455
9867,3,6,555
9868,1,6,3676
9869,3,3,16118
9870,3,5,4556
9871,4,1,96027
9872,1,5,2709
9873,1,7,2190
9874,3,6,1775
9875,4,5,1469
9876,2,4,4406
9877,4,3,2408
9878,1,1,297
9879,1,8,1678
9880,4,1,10865
9881,3,9,1714
9882,2,10,2286
9883,3,9,3075
9884,4,9,9146
9885,3,3,8714
9886,3,2,12566
9887,1,9,1764
9888,4,7,2258
9889,2,10,210
9890,4,9,4780
9891,1,7,958
9892,1,8,377
9893,3,2,12414
9894,1,5,2118
9895,1,3,826
9896,2,10,1274
9897,3,6,6547
9898,1,1,15215
9899,2,8,737
9900,2,3,1022
9901,2,10,142
9902,4,6,13557
9903,3,9,1259
9904,4,8,7627
9905,1,6,4227
9906,1,1,20476
9907,2,7,1935
9908,4,9,1167
9909,4,5,1876
9910,3,5,4447
9911,1,2,1288
9912,4,2,2207
9913,3,9,1170
9914,2,6,3742
9915,4,8,1047
9916,2,3,1271
9917,1,8,476
9918,2,10,1906
9919,2,3,5122
9920,3,8,3786
9921,2,8,1836
9922,3,7,5285
9923,2,9,697
9924,2,4,1673
9925,1,8,1246
9926,1,5,280
9927,4,3,23720
9928,3,1,42328
9929,3,5,5491
9930,2,3,573
9931,2,2,11223
9932,2,10,804
9933,3,6,366
9934,2,5,1509
9935,1,4,1062
9936,2,1,26901
9937,1,5,2762
9938,4,7,10012
9939,3,6,6852
9940,1,1,1351
9941,2,4,3611
9942,3,4,2447
9943,3,4,2206
9944,1,9,1428
9945,4,6,9057
9946,4,3,23852
9947,3,4,2593
9948,3,10,574
9949,1,1,2328
9950,3,9,3004
9951,3,10,2614
9952,3,9,3446
9953,2,8,367
9954,2,8,909
9955,3,9,908
9956,4,6,4397
9957,1,9,1350
9958,1,2,772
9959,3,9,4916
9960,3,1,1835
9961,3,5,5156
9962,2,1,8198
9963,1,7,1977
9964,1,7,694
9965,1,7,283
9966,2,2,9425
9967,3,8,337
9968,3,7,985
9969,4,6,1020
9970,3,10,985
9971,3,6,8433
9972,1,8,2552
9973,3,10,3157
9974,4,4,5869
9975,4,1,1284
9976,4,2,11800
9977,4,3,31023
9978,3,2,10706
9979,4,3,4600
9980,1,4,781
9981,1,3,3924
9982,1,8,2035
9983,1,6,141
9984,4,6,930
9985,4,10,6983
9986,3,7,3543
9987,4,7,7593
9988,2,6,1984
9989,2,10,2074
9990,4,7,7236
9991,4,3,19396
9992,1,10,1838
9993,1,4,542
9994,1,5,3539
9995,4,3,7514
9996,2,6,2823
9997,1,10,1393
9998,3,8,1186
9999,1,6,220
